,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Gastos comunes,Estacionamientos,Antigüedad,Ambientes,Bodegas,Número de piso de la unidad,Departamentos por piso,Cantidad de pisos,Orientación
3319,Promoo!!!! Comodo Dpto 2d1b En Estacion Central,Departamento,Publicado hace 38 días,2021-07-02,"Estación Central, Metro Las Rejas, Estación Central, RM (Metropolitana)",250.000,,"0,2 UF/m²","0,25 UF/m²",43 m²,43 m²,2,1,,,0 años,,,,,,
3320,Lindo Dpto 1d1b A Pasos De Metro San Alberto Hurtado L1,Departamento,Publicado hace 38 días,2021-07-02,"Estación Central, San Gregorio, La Granja, RM (Metropolitana)",270.000,,"0,27 UF/m²",,34 m²,34 m²,1,1,,,0 años,,,,,,
3321,Dpto Studio A Estrenar- Parque Mackenna T6,Departamento,Publicado hace 38 días,2021-07-02,"Macul, Metro Camino Agrícola, Macul, RM (Metropolitana)",320.000,,"0,33 UF/m²","0,25 UF/m²",33 m²,33 m²,1,1,,,0 años,,,,,,
3322,Buenisimo Depto 2 Dormitorios En Latadia,Departamento,Publicado hace 38 días,2021-07-02,"Latadia 4200 - 4500, Las Condes, Chile, Vaticano, Las Condes, RM (Metropolitana)",430.000,,"0,21 UF/m²","0,37 UF/m²",68 m²,68 m²,2,1,90000 CLP,1,40 años,,,1,2,3,N
3323,Departamento En Arriendo De 1 Dorm. En Independencia,Departamento,Publicado hace 38 días,2021-07-02,"Metro Hospitales (l3) | Mall Barrio Independencia, Hospitales, Independencia, RM (Metropolitana)",260.000,,"0,32 UF/m²",4 UF/m²,27 m²,27 m²,1,1,40000 CLP,1,,,,,,,
3324,"Arriendo Depto Nuevo Eliodoro Mix, Providencia",Departamento,Publicado hace 38 días,2021-07-02,"Hernando De Aguirre, 1191, Las Lilas, Providencia, RM (Metropolitana)",26,772.533,"0,37 UF/m²","0,28 UF/m²",70 m²,70 m²,2,2,125000 CLP,1,,,,,,7,SO
3325,Amplio Y Luminoso Dueño Arrienda Directo,Departamento,Publicado hace 38 días,2021-07-02,"Santo Domingo 1457, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",300.000,,"0,18 UF/m²","0,72 UF/m²",55 m²,50 m²,1,1,50000 CLP,,5 años,,1,11,8,22,NP
3326,Departamento En Santiago 1d1b,Departamento,Publicado hace 38 días,2021-07-02,"Manuel Antonio Tocornal 588, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",360.000,,"0,3 UF/m²","0,72 UF/m²",41 m²,41 m²,1,1,65000 CLP,1,,,1,8,,,
3327,1 Dormitorio / Marcoleta / Diagonal Paraguay,Departamento,Publicado hace 38 días,2021-07-02,"Marcoleta 462, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",280.000,,"0,31 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,50000 CLP,,,,,,,,
3328,Nicasio Retamales/ Coronel Souper,Departamento,Publicado hace 38 días,2021-07-02,"Nicasio Retamales/ Coronel Souper, Universidad de Santiago, Estación Central, RM (Metropolitana)",250.000,,"0,25 UF/m²","0,26 UF/m²",34.07 m²,32 m²,1,1,50 CLP,,,2,,,,25,OR
3329,Oportunidad Arriendo Departamento Santiago Centro,Departamento,Publicado hace 38 días,2021-07-02,"Curicó 424, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",330.000,,"0,21 UF/m²","0,84 UF/m²",53 m²,53 m²,2,2,85000 CLP,,,,1,,,,
3330,Departamento En Arriendo De 4 Dorm. En Las Condes,Departamento,,2021-07-02,"El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",3.500.000,,"0,45 UF/m²","0,26 UF/m²",259 m²,239 m²,4,3,350000 CLP,2,,,,,,,
3331,Departamento 1 Dorm. 1 Baño,Departamento,Publicado hace 38 días,2021-07-02,"San Isidro 1 - 300, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",240.000,,"0,26 UF/m²","0,72 UF/m²",31 m²,31 m²,1,1,40000 CLP,,,,,2,,,
3332,"Arriendo Departamento En Avenida Lo Ovalle, La Cisterna.",Departamento,Publicado hace 38 días,2021-07-02,"Avenida Lo Ovalle 0854, La Cisterna, Chile, Lo Ovalle, La Cisterna, RM (Metropolitana)",340.000,,"0,23 UF/m²",,50 m²,48 m²,3,1,45000 CLP,,7 años,,,11,,,
3333,Departamento En Arriendo De 3 Dorm. En La Reina,Departamento,Publicado hace 38 días,2021-07-02,"Helsby **tour360**, La Reina Alta, La Reina, RM (Metropolitana)",49,1.455.927,"0,2 UF/m²",,240 m²,140 m²,3,3,250000 CLP,2,,,,,,,
3334,Excelente Ubicación 1 Dormitorio,Departamento,Publicado hace 38 días,2021-07-02,"Suecia 900 - 1200, Providencia, Chile, Los Leones, Providencia, RM (Metropolitana)",340.000,,"0,33 UF/m²","0,34 UF/m²",35 m²,35 m²,1,1,108000 CLP,1,20 años,,1,6,,6,
3335,Hermoso Y Acogedor Departamento Recién Remodelado,Departamento,Publicado hace 38 días,2021-07-02,"Avenida Quilín 4985, Macul, Chile, Metro Quilín, Macul, RM (Metropolitana)",450.000,,"0,24 UF/m²","0,22 UF/m²",62 m²,60 m²,3,2,70000 CLP,1,22 años,,,3,3,5,
3336,Departamento En Arriendo De 1 Dorm. En Ñuñoa,Departamento,Publicado hace 38 días,2021-07-02,"Jose Pedro Alessandri Con Irarrazaval, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",400.000,,"0,03 UF/m²",,453 m²,445 m²,1,1,65000 CLP,1,,,,,,,
3337,Arriendo Depto Huerfanos Con Brasil,Departamento,Publicado hace 38 días,2021-07-02,"Huérfanos & Avenida Brasil, Santiago, Chile, Barrio Brasil, Santiago, RM (Metropolitana)",380.000,,"0,16 UF/m²","0,21 UF/m²",80 m²,80 m²,3,2,75000 CLP,,,,1,,,,O
3338,Lujo De Departamento 2 Dormitorios En Vitacura,Departamento,Publicado hace 38 días,2021-07-02,"Tabancura 1623, Vitacura, Chile, Tabancura, Vitacura, RM (Metropolitana)",1.250.000,,"0,3 UF/m²",,140 m²,145 m²,2,4,195000 CLP,2,5 años,,1,22,5,24,
3339,"Av. Pocuro 2275, Providencia, Chile",Departamento,Publicado hace 9 meses,2021-07-02,"Av. Pocuro 2275, Providencia, Chile, Providencia, RM (Metropolitana)",470.000,,"0,32 UF/m²","0,32 UF/m²",50 m²,50 m²,2,2,70000 CLP,1,,,1,7,4,12,SO
3340,Departamento En Arriendo De 3 Dorm. En Las Condes,Departamento,,2021-07-02,"Isidora Goyenechea / Benjamín / El Golf, Centro Financiero, Las Condes, RM (Metropolitana)",1.050.000,,"0,29 UF/m²","0,3 UF/m²",120 m²,100 m²,3,3,180000 CLP,1,,,,,,,
3341,Departamento Amoblado,Departamento,Publicado hace 37 días,2021-07-02,"Antonio Bellet 255, Providencia, Chile, Pedro de Valdivia, Providencia, RM (Metropolitana)",450.000,,"0,28 UF/m²","0,29 UF/m²",54 m²,52 m²,1,1,60000 CLP,1,,,,,4,,SP
3342,"Inmejorable Ubicacion, Arrienda Su Dueño",Departamento,Publicado hace 37 días,2021-07-02,"José Manuel Infante 7, Providencia, Chile, Salvador, Providencia, RM (Metropolitana)",370.000,,"0,34 UF/m²","0,34 UF/m²",37 m²,37 m²,1,1,65000 CLP,,10 años,,1,10,4,14,
3343,Encantador Departamento Studio,Departamento,Publicado hace 37 días,2021-07-02,"Santo Domingo 300 - 600, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",280.000,,"0,34 UF/m²","0,72 UF/m²",28 m²,28 m²,1,1,60000 CLP,,12 años,,,5,7,18,S
3344,Moderno Y Nuevo Departamento En Pocuro 2260 (2d / 2b),Departamento,Publicado hace 37 días,2021-07-02,"Avenida Pocuro 2100 - 2400, Providencia, Chile, Los Leones, Providencia, RM (Metropolitana)",900.000,,"0,34 UF/m²","0,28 UF/m²",88 m²,82 m²,2,2,120000 CLP,2,3 años,,1,8,8,11,
3345,Departamento En Arriendo De 2 Dorm. En Vitacura,Departamento,Publicado hace 37 días,2021-07-02,"Av Vitacura, Centro Financiero, Las Condes, RM (Metropolitana)",700.000,,"0,24 UF/m²","0,33 UF/m²",100 m²,95 m²,2,2,110000 CLP,1,,,,,,,
3346,23945 Amplio Y Luminoso,Departamento,Publicado hace 37 días,2021-07-02,"Tabancura, Tabancura, Vitacura, RM (Metropolitana)",1.050.000,,"0,25 UF/m²","0,26 UF/m²",140 m²,130 m²,3,3,210000 CLP,2,2005 años,,,,,,
3347,Se Arrienda Depto. Calle Carmen 566 De 2 Dormitorios 2 Baños,Departamento,Publicado hace 37 días,2021-07-02,"Carmen 566, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²","0,84 UF/m²",60 m²,60 m²,2,2,85000 CLP,1,,,1,22,,,N
3348,Departamento En Arriendo /2d/2b/balcòn/metro Quilin,Departamento,Publicado hace 37 días,2021-07-02,"Avenida Quilín 4931, Macul, Chile, Metro Quilín, Macul, RM (Metropolitana)",460.000,,"0,24 UF/m²","0,23 UF/m²",65 m²,63 m²,2,2,75000 CLP,1,,,,1,,17,P
3349,Departamento En Arriendo De 4 Dorm. En Las Condes,Departamento,Publicado hace 37 días,2021-07-02,"Omnium, Metro Escuela Militar, Metro Escuela Militar, Las Condes, RM (Metropolitana)",950.000,,"0,19 UF/m²","0,26 UF/m²",170 m²,150 m²,4,3,230000 CLP,2,,,,,,,
3350,"Departamento En Arriendo, Exelente Ubicacion Y Conectividad",Departamento,Publicado hace 37 días,2021-07-02,"Avenida Portugal 300 - 600, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",350.000,,"0,2 UF/m²","0,84 UF/m²",58 m²,55 m²,2,2,100000 CLP,1,12 años,,1,13,10,26,NP
3351,"Argomedo 65, Santiago, Chile",Departamento,Publicado hace 7 meses,2021-07-02,"Argomedo 65, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",265.000,,"0,23 UF/m²","0,72 UF/m²",38 m²,36 m²,1,1,37000 CLP,,,,1,1,,,O
3352,Excelente Ubicacion Y Conectividad /guardia Vieja /barcelona,Departamento,Publicado hace 37 días,2021-07-02,"Guardia Vieja 260, Providencia, Chile, Los Leones, Providencia, RM (Metropolitana)",560.000,,"0,24 UF/m²","0,26 UF/m²",80 m²,80 m²,3,2,160000 CLP,1,,,,,,,SP
3353,"Tarapaca 1331, Condominio Alto Cochrane Ii  (+ Bodega)",Departamento,,2021-07-02,"Tarapaca 1331, Condominio Alto Cochrane Ii  (+ Bodega), Tarapaca 1331, Bulnes, Santiago, RM (Metropolitana)",290.000,,"0,32 UF/m²","0,72 UF/m²",30.5 m²,30.5 m²,1,1,,,,2,1,,,,
3354,"Sta Ana 85, Condominio Santa Ana 085 ",Departamento,,2021-07-02,"Sta Ana 85, Condominio Santa Ana 085 , Sta Ana 85, Parque Brasil, La Granja, RM (Metropolitana)",300.000,,0 UF/m²,,,,3,1,,,,4,,,,,
3355,Departamento En Arriendo De 2 Dorm. En Providencia,Departamento,Publicado hace 37 días,2021-07-02,"Edificio Now - Avenida El Cerro, Pedro de Valdivia Norte, Providencia, RM (Metropolitana)",950.000,,"0,36 UF/m²","0,28 UF/m²",88 m²,76 m²,2,2,170000 CLP,1,,,,,,,
3356,Hermoso Departamento En Lord Cochrane  181 / Metro Moneda,Departamento,Publicado hace 37 días,2021-07-02,"Lord Cochrane 181, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",290.000,,"0,27 UF/m²","0,72 UF/m²",36 m²,34 m²,1,1,35000 CLP,,5 años,,,,,,SP
3357,Departamento En Arriendo De 2 Dorm. En Estación Central,Departamento,Publicado hace 37 días,2021-07-02,"Av. Ecuador / Metro Ecuador/ Edificio Nucleo, Metro Las Rejas, Estación Central, RM (Metropolitana)",300.000,,"0,2 UF/m²","0,24 UF/m²",51.14 m²,47.12 m²,2,2,58000 CLP,,,,,,,,
3358,Camoens 6470 / Vitacura,Departamento,Publicado hace 37 días,2021-07-02,"Camoens 6470 / Vitacura, Nuestra Señora del Rosario, Vitacura, RM (Metropolitana)",1.350.000,,"0,3 UF/m²",,153 m²,153 m²,2,3,,2,,2,1,,,,
3359,Amplio Departamento Amoblado,Departamento,Publicado hace 37 días,2021-07-02,"Cirujano Guzman 70, Manuel Montt, Providencia, RM (Metropolitana)",450.000,,"0,34 UF/m²","0,34 UF/m²",45 m²,45 m²,1,1,80 CLP,,10 años,,,,,,
3360,Como Nuevo Arriendo Bustamante / Irarrázaval,Departamento,Publicado hace 37 días,2021-07-02,"Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",375.000,,"0,37 UF/m²","0,31 UF/m²",34 m²,31 m²,1,1,55000 CLP,,,,,,,,
3361,"Santa Magdalena, Providencia, Chile",Departamento,Publicado hace 4 meses,2021-07-02,"Santa Magdalena, Providencia, Chile, Los Leones, Providencia, RM (Metropolitana)",390.000,,"0,33 UF/m²","0,34 UF/m²",40 m²,40 m²,1,1,50000 CLP,,,,,4,,,
3362,Departamento En Arriendo De 2 Dorm. En Santiago,Departamento,Publicado hace 37 días,2021-07-02,"Tarapaca Con Nataniel Cox, Bulnes, Santiago, RM (Metropolitana)",380.000,,"0,2 UF/m²","0,21 UF/m²",64 m²,62 m²,2,2,80000 CLP,,,,,,,,
3363,Departamento En Arriendo De 3 Dorm. En Las Condes,Departamento,Publicado hace 37 días,2021-07-02,"Cercano A Parroquia Nuestra Señora De Los Angeles, Barrio El Golf, Las Condes, RM (Metropolitana)",80,2.377.024,"0,27 UF/m²","0,26 UF/m²",300 m²,300 m²,3,3,400000 CLP,,,,,,,,
3364,Departamento Nuevo De 1 Dormitorio,Departamento,Publicado hace 37 días,2021-07-02,"Eleuterio Ramírez 1200 - 1500, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",275.000,,"0,26 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,55000 CLP,,2 años,,,4,10,8,O
3365,Depto 2d + 2b + Estacionamiento + Bodega,Departamento,Publicado hace 37 días,2021-07-02,"Carlos Lira Infante 1130b, Las Condes, Chile, Rotonda Atenas, Las Condes, RM (Metropolitana)",24,713.107,"0,29 UF/m²","0,33 UF/m²",83 m²,74 m²,2,2,160000 CLP,1,4 años,,1,3,7,10,P
3366,"Departamento Amoblado En Arriendo, 1d/1b, Providencia.",Departamento,Publicado hace 37 días,2021-07-02,"Lota, Las Lilas, Providencia, RM (Metropolitana)",450.000,,"0,36 UF/m²","0,34 UF/m²",42 m²,42 m²,1,1,80000 CLP,1,28 años,,,,,,
3367,Metro Manquehue Lado Apumanque ,Departamento,Publicado hace 37 días,2021-07-02,"Av. Manquehue Sur 555, Las Condes, Región Metropolitana, Chile, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",16,475.405,"0,35 UF/m²","0,37 UF/m²",46 m²,46 m²,1,1,,1,,,1,22,,,
3368,Departamento Sector Metro Colón / Plaza Las Lilas,Departamento,Publicado hace 37 días,2021-07-02,"Amapolas 1200 - 1500, Providencia, Chile, Las Lilas, Providencia, RM (Metropolitana)",550.000,,"0,28 UF/m²","0,28 UF/m²",65 m²,55 m²,2,2,120000 CLP,1,,,1,6,,7,
3369,Departamento En Arriendo De 1 Dorm. En Providencia,Departamento,,2021-07-02,"Plaza Las Lilas / Estación Colón, Las Lilas, Providencia, RM (Metropolitana)",14,430.836,"0,26 UF/m²","0,34 UF/m²",56 m²,48 m²,1,1,90000 CLP,1,,,,,,,
3370,Departamento Nuevo A Pasos Del Metro Unión Lationamericana,Departamento,Publicado hace 37 días,2021-07-02,"Sazié 2547, Santiago, Chile, Barrio República, Santiago, RM (Metropolitana)",330.000,,"0,23 UF/m²","0,26 UF/m²",48.62 m²,42.02 m²,2,2,30000 CLP,,1 años,,,411,10,9,SP
3371,Arriendo Depto El Golf ,Departamento,Publicado hace 37 días,2021-07-02,"Calle Luz 2979, Las Condes, Chile, Centro Financiero, Las Condes, RM (Metropolitana)",30,891.384,"0,29 UF/m²",,105 m²,105 m²,3,2,160000 CLP,2,,,1,11,4,15,
3372,Departamento En Arriendo De 3 Dorm. En Vitacura,Departamento,Publicado hace 37 días,2021-07-02,"Bicentenario, Parque Bicentenario, Vitacura, RM (Metropolitana)",1.600.000,,"0,3 UF/m²",,180 m²,140 m²,3,3,300000 CLP,3,,,,,,,
3373,Se Arrienda Lindo Homestudio En $200.000 Metro San Alberto H,Departamento,Publicado hace 37 días,2021-07-02,"Coronel Souper 4060, Santiago, Estación Central, Chile, San Alberto Hurtado, Estación Central, RM (Metropolitana)",200.000,,"0,34 UF/m²","0,26 UF/m²",20 m²,20 m²,1,1,30000 CLP,,3 años,,,1,10,26,S
3374,Departamento En Arriendo De 1 Dorm. En Santiago,Departamento,,2021-07-02,"Santa Isabel - Vicuña Mackenna, Santa Isabel, Santiago, RM (Metropolitana)",260.000,,"0,27 UF/m²","0,72 UF/m²",33 m²,32 m²,1,1,60000 CLP,,,,,,,,
3375,Departamento En Arriendo De 1 Dormitorio En Ñuñoa,Departamento,,2021-07-02,"Metro Irarrázaval, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",460.000,,"0,33 UF/m²","0,31 UF/m²",47 m²,47 m²,1,1,,,,,,,,,
3376,Departamento En Arriendo De 3 Dorm. En Providencia,Departamento,Publicado hace 37 días,2021-07-02,"Departamento Con Amplia Terraza Km, Manuel Montt, Providencia, RM (Metropolitana)",750.000,,"0,31 UF/m²","0,26 UF/m²",82 m²,69 m²,3,2,110000 CLP,1,,,,,,,
3377,Departamento En Arriendo De 2 Dorm. En Las Condes,Departamento,,2021-07-02,"Cercano Al Mall Sport, Avenida Las Condes, Mall Sport, Las Condes, RM (Metropolitana)",720.000,,"0,27 UF/m²","0,33 UF/m²",90 m²,90 m²,2,2,,,,,,,,,
3378,"Hermoso Departamento En Av. Sucre N° 1900, Ñuñoa.",Departamento,Publicado hace 37 días,2021-07-02,"Av. Sucre 1900, Ñuñoa, Chile, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",650.000,,"0,23 UF/m²","0,24 UF/m²",95 m²,95 m²,3,2,120000 CLP,1,,,1,7,,,SO
3379,Amplio Departamento Arrienda Su Dueño,Departamento,Publicado hace 37 días,2021-07-02,"Santo Domingo 1457, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,2 UF/m²",,60 m²,55 m²,1,1,70000 CLP,,6 años,,1,7,8,23,P
3380,Dpto 1 Dormitorio + 1 Baño. Barrio Lastarria. ,Departamento,Publicado hace 37 días,2021-07-02,"José Victorino Lastarria, Santiago, Chile, Barrio Lastarria, Santiago, RM (Metropolitana)",350.000,,"0,31 UF/m²","0,72 UF/m²",38 m²,35 m²,1,1,55000 CLP,,,,,8,,12,
3381,"Avenida Américo Vespucio 4455, Macul, Chile",Departamento,Publicado hace 5 meses,2021-07-02,"Avenida Américo Vespucio 4455, Macul, Chile, Metro Las Torres, Macul, RM (Metropolitana)",455.000,,"0,26 UF/m²","0,27 UF/m²",58.81 m²,49.44 m²,2,2,35000 CLP,1,0 años,,1,13,14,22,S
3382,Departamento En Arriendo De 2 Dorm. En Ñuñoa,Departamento,Publicado hace 37 días,2021-07-02,"Zañartu 1100, Ñuñoa, Chile, Estadio Nacional, Ñuñoa, Rm (metropolitana), Estadio Nacional, Ñuñoa, RM (Metropolitana)",450.000,,0 UF/m²,,,,2,2,65000 CLP,,,,,,,,
3383,Departamento En Arriendo/ Santo Domingo - Santiago,Departamento,Publicado hace 37 días,2021-07-02,"Departamento En Arriendo/ Santo Domingo - Santiago, 1243, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",11,341.697,"0,22 UF/m²","0,84 UF/m²",52 m²,52 m²,2,2,60000 CLP,,,,,,,23,S
3384,Se Arrienda Departamento En Excelente Ubicacion,Departamento,Publicado hace 37 días,2021-07-02,"Manuel Antonio Tocornal 343, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",285.000,,"0,27 UF/m²","0,72 UF/m²",35.48 m²,31.96 m²,1,1,66000 CLP,,,,,,,,
3385,Arriendo Departamento 2d/2b Con Estacionamiento Y Bodega!!,Departamento,Publicado hace 37 días,2021-07-02,"Radal 066, Santiago, Estación Central, Chile, Metro Ecuador, Estación Central, RM (Metropolitana)",350.000,,"0,26 UF/m²","0,24 UF/m²",46 m²,42 m²,2,2,70000 CLP,1,2 años,,1,20,10,25,
3386,Departamento En Arriendo De 2 Dorm. En Santiago,Departamento,Publicado hace 36 días,2021-07-02,"Excelente Ubicación Santiago Centro, Santiago, RM (Metropolitana)",350.000,,"0,23 UF/m²","0,22 UF/m²",51 m²,51 m²,2,1,45000 CLP,,,,,,,,
3387,Departamento En Arriendo De 1 Dorm. En Las Condes,Departamento,Publicado hace 36 días,2021-07-02,"Iv Centenario - Rotonda Atens, Rotonda Atenas, Las Condes, RM (Metropolitana)",400.000,,"0,45 UF/m²","0,37 UF/m²",30 m²,30 m²,1,1,60000 CLP,,,,,,,,
3388,Departamento En Arriendo De 1 Dormitorio En Providencia,Departamento,Publicado hace 36 días,2021-07-02,"Barrio Las Flores / Plaza Las Lilas, Las Lilas, Providencia, RM (Metropolitana)",20,594.256,"0,45 UF/m²","0,34 UF/m²",44 m²,44 m²,1,1,80000 CLP,1,,,,,,,
3389,Departamento En Arriendo De 1 Dorm. En Providencia,Departamento,Publicado hace 36 días,2021-07-02,"El Cerro - Edifiicio Now, Pedro de Valdivia Norte, Providencia, RM (Metropolitana)",1.150.000,,"0,44 UF/m²",,88 m²,68 m²,1,1,170000 CLP,1,,,,,,,
3390,Departamento En Arriendo De 2 Dorm. En Santiago,Departamento,Publicado hace 36 días,2021-07-02,"Departamento Mariposa De 2d Y 2b Con Estacionamiento Y Bodega., Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",400.000,,"0,26 UF/m²","0,26 UF/m²",52 m²,50 m²,2,2,85000 CLP,,,,,,,,
3391,Pequeño Y Acogedor Departamento,Departamento,Publicado hace 36 días,2021-07-02,"Huérfanos 574, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",250.000,,"0,24 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,60000 CLP,,20 años,,,12,,,
3392,"Exclusivo Departamento Nuevo, Insuperable Vista",Departamento,Publicado hace 36 días,2021-07-02,"La Dehesa, Lo Barnechea, RM (Metropolitana)",95,2.822.716,"0,3 UF/m²",,312 m²,312 m²,3,3,,3,10 años,7,,,,,
3393,Departamento En Arriendo De 1 Dorm. En Santiago,Departamento,Publicado hace 36 días,2021-07-02,"Metro Santa Isabel - 1 Dormitorio, Santa Isabel, Santiago, RM (Metropolitana)",280.000,,"0,24 UF/m²","0,72 UF/m²",40 m²,35 m²,1,1,45000 CLP,,,,,,,,
3394,Depto Condominio Plaza Brasil 1d + 1b+ Balcon,Departamento,Publicado hace 36 días,2021-07-02,"Compañía De Jesús 1980, Santiago, Chile, Barrio Brasil, Santiago, RM (Metropolitana)",300.000,,"0,25 UF/m²","0,72 UF/m²",40 m²,40 m²,1,1,20000 CLP,,2008 años,,,1,4,4,
3395,"Departamento Semi Nuevo, Próximo A Estación De Metro",Departamento,Publicado hace 36 días,2021-07-02,"Andacollo 1630, Providencia, Chile, Inés de Suárez, Providencia, RM (Metropolitana)",600.000,,"0,29 UF/m²","0,28 UF/m²",70 m²,70 m²,2,2,200000 CLP,1,4 años,,1,7,5,7,NOSP
3396,Departamento En Arriendo De 2 Dorm. En Providencia,Departamento,Publicado hace 36 días,2021-07-02,"Federico Froebel/marchant Pereira, Pedro de Valdivia, Providencia, RM (Metropolitana)",680.000,,"0,28 UF/m²","0,28 UF/m²",83 m²,75 m²,2,2,140000 CLP,1,,,,,,,
3397,Departamento Amueblado 1d+1b En Insuperable Ubicación,Departamento,Publicado hace 36 días,2021-07-02,"San Sebastián 2727, Las Condes, Chile, Centro Financiero, Las Condes, RM (Metropolitana)",550.000,,"0,39 UF/m²","0,37 UF/m²",47 m²,47 m²,1,1,90000 CLP,1,,,,6,,,N
3398,Departamento En Arriendo De 2 Dorm. En Las Condes,Departamento,,2021-07-02,"El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",700.000,,"0,29 UF/m²","0,33 UF/m²",80 m²,75 m²,2,2,80000 CLP,1,,,,,,,
3399,Departamento Plaza Las Lilas,Departamento,Publicado hace 36 días,2021-07-02,"Carlos Antúnez 2841, Providencia, Chile, Las Lilas, Providencia, RM (Metropolitana)",700.000,,"0,17 UF/m²","0,24 UF/m²",140 m²,110 m²,3,2,270000 CLP,1,30 años,,1,5,2,9,
3400,Departamento En Las Condes A Partir Del  1 Octubre,Departamento,Publicado hace 36 días,2021-07-02,"Geronimo De Alderete, Parque Arauco, Las Condes, RM (Metropolitana)",700.000,,"0,34 UF/m²","0,33 UF/m²",70 m²,70 m²,2,2,40000 CLP,1,30 años,,,,,,
3401,Se Arrienda Amplio Depto De 1d En El Centro - Metro Moneda,Departamento,Publicado hace 36 días,2021-07-02,"Detras  De La Torre Entel, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",280.000,,"0,21 UF/m²","0,72 UF/m²",45 m²,45 m²,1,1,,,,1,,,,,
3402,Vive Con Estilo En El Golf,Departamento,Publicado hace 36 días,2021-07-02,"Malaga, Metro Escuela Militar, Las Condes, RM (Metropolitana)",590.000,,"0,52 UF/m²","0,37 UF/m²",38 m²,38 m²,1,1,,1,,3,,,,,
3403,Estudio Amoblado . Costado Mall Plza Vesp. Piso 26 Metro Gc,Departamento,Publicado hace 36 días,2021-07-02,"Calle Nueva 141, Plaza Vespucio, La Florida, RM (Metropolitana)",325.000,,"0,44 UF/m²","0,28 UF/m²",25 m²,25 m²,1,1,,,,1,,,,,
