,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Estacionamientos,Gastos comunes,Antigüedad,Orientación,Número de piso de la unidad,Departamentos por piso,Cantidad de pisos,Bodegas
1507,El Golf,Departamento,Publicado hace 2 meses,2021-07-01,"El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",1.100.000,,"0,37 UF/m²","0,29 UF/m²",99 m²,99 m²,3,2,1,50000 CLP,,,,,,
1508,"Excelente Ubicación,  Impecable Departamento.",Departamento,Publicado hace 2 meses,2021-07-01,"Puerta Del Sol 151, Metro Escuela Militar, Las Condes, RM (Metropolitana)",380.000,,"0,32 UF/m²","0,37 UF/m²",40 m²,40 m²,1,1,1,,,,,,,
1509,San Pascual 124 - Departamento 120,Departamento,Publicado hace 2 meses,2021-07-01,"San Pascual 124 - Departamento 120, Metro Escuela Militar, Las Condes, RM (Metropolitana)",530.000,,"0,26 UF/m²","0,33 UF/m²",69 m²,60 m²,2,2,1,,,,,,,
1510,Incluye Bodega / Augusto Leguia Sur / Metro El Golf,Departamento,Publicado hace 42 días,2021-07-01,"Incluye Bodega / Augusto Leguia Sur / Metro El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",420.000,,"0,35 UF/m²","0,37 UF/m²",40 m²,40 m²,1,1,,,,,,,,
1511,Puerto Caldera Kennedy,Departamento,Publicado hace 2 meses,2021-07-01,"Puerto Caldera Kennedy, Parque Arauco, Las Condes, RM (Metropolitana)",36,1.069.661,"0,34 UF/m²","0,33 UF/m²",105 m²,86 m²,2,2,1,,,,,,,
1512,El Golf  / Presidente Riesco,Departamento,Publicado hace 2 meses,2021-07-01,"El Golf  / Presidente Riesco, Barrio El Golf, Las Condes, RM (Metropolitana)",1.200.000,,"0,24 UF/m²","0,26 UF/m²",165 m²,140 m²,3,3,2,,,,,,,
1513,El Golf Norte,Departamento,Publicado hace 2 meses,2021-07-01,"El Golf Norte, Barrio El Golf, Las Condes, RM (Metropolitana)",1.650.000,,"0,34 UF/m²","0,28 UF/m²",163 m²,140 m²,4,4,2,,,,,,,
1514,"Excelente Penhouse Buena Vista, Amoblado , Metro El Golf",Departamento,Publicado hace 2 meses,2021-07-01,"Excelente Penhouse Buena Vista, Amoblado , Metro El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",1.800.000,,"0,25 UF/m²","0,24 UF/m²",240 m²,220 m²,3,4,2,,,,,,,
1515,Gran Oportunidad / Callao / Full Amoblado ,Departamento,Publicado hace 42 días,2021-07-01,"Callao 3600 - 3900, Barrio El Golf, Las Condes, RM (Metropolitana)",1.080.000,,"0,37 UF/m²","0,33 UF/m²",98 m²,90 m²,2,2,1,160000 CLP,,,,,,
1516,El Golf Exclusivo - Amplio - 1d Amoblado - Metro Alcantara,Departamento,Publicado hace 2 meses,2021-07-01,"El Golf Exclusivo - Amplio - 1d Amoblado - Metro Alcantara, Barrio El Golf, Las Condes, RM (Metropolitana)",795.000,,"0,45 UF/m²",,60 m²,60 m²,1,1,1,,,,,,,
1517,Mirador De San Damián ,Departamento,Publicado hace 2 meses,2021-07-01,"Avenida Los Tuliperos Sur 2400 - 2700, San Carlos de Apoquindo, Las Condes, RM (Metropolitana)",95,2.822.716,"0,35 UF/m²","0,24 UF/m²",275 m²,220 m²,3,4,3,,,,,,,
1518,Departamento En Arriendo ,Departamento,Publicado hace 2 meses,2021-07-01,"Avenida Presidente Kennedy 5947, Parque Arauco, Las Condes, RM (Metropolitana)",750.000,,"0,28 UF/m²","0,33 UF/m²",90 m²,77 m²,2,2,1,,,,,,,
1519,El Dante / Hamlet,Departamento,Publicado hace 2 meses,2021-07-01,"El Dante / Hamlet, Metro Escuela Militar, Las Condes, RM (Metropolitana)",222,6.596.241,1 UF/m²,"0,26 UF/m²",220 m²,220 m²,3,3,2,,,,,,,
1520,Metro Escuela Militar,Departamento,Publicado hace 2 meses,2021-07-01,"Metro Escuela Militar, Metro Escuela Militar, Las Condes, RM (Metropolitana)",1.250.000,,"0,26 UF/m²","0,29 UF/m²",160 m²,140 m²,4,4,1,,,,,,,
1521,Carmencita / Don Carlos,Departamento,Publicado hace 2 meses,2021-07-01,"Carmencita / Don Carlos, Barrio El Golf, Las Condes, RM (Metropolitana)",33,995.379,"0,24 UF/m²","0,28 UF/m²",140 m²,128 m²,4,3,1,450000 CLP,,,,,,
1522,Alsacia / Apoquindo,Departamento,Publicado hace 2 meses,2021-07-01,"Alsacia / Apoquindo, Barrio El Golf, Las Condes, RM (Metropolitana)",1.500.000,,"0,28 UF/m²","0,26 UF/m²",180 m²,180 m²,3,3,1,160000 CLP,,,,,,
1523,Metro Alcántara,Departamento,Publicado hace 2 meses,2021-07-01,"Metro Alcántara, Barrio El Golf, Las Condes, RM (Metropolitana)",1.800.000,,"0,36 UF/m²","0,27 UF/m²",169 m²,140 m²,3,2,2,240000 CLP,,,,,,
1524,Los Militares / Balmoral,Departamento,Publicado hace 2 meses,2021-07-01,"Los Militares / Balmoral, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",3.000,2.183.280,"0,42 UF/m²","0,28 UF/m²",173 m²,140 m²,4,4,2,,,,,,,
1525,Hernando De Magallanes 1042 - Departamento 1007,Departamento,Publicado hace 2 meses,2021-07-01,"Hernando De Magallanes 1042 - Departamento 1007, Rotonda Atenas, Las Condes, RM (Metropolitana)",950.000,,"0,29 UF/m²","0,29 UF/m²",110 m²,95 m²,3,2,1,,,,,,,
1526,"Increíble Depto, En Las Condes",Departamento,Publicado hace 2 meses,2021-07-01,"San Damian 600 - 900, San Damián, Las Condes, RM (Metropolitana)",99,2.941.567,"0,27 UF/m²","0,24 UF/m²",370 m²,245 m²,4,4,4,,,,,,,
1527,Increible Vista Despejada Al Norte - Gran Terraza,Departamento,Publicado hace 2 meses,2021-07-01,"Kennedy 5700 - 6000, Parque Arauco, Las Condes, RM (Metropolitana)",23,683.394,"0,31 UF/m²","0,33 UF/m²",74 m²,58 m²,2,2,1,,,,,,,
1528,Barrio El Golf. Cercano A Costanera Center Y Dos Estacio...,Departamento,Publicado hace 2 meses,2021-07-01,"Barrio El Golf. Cercano A Costanera Center Y Dos Estaciones De Metro, Gran Variedad De Locomoción Amplio E Independiente Dpto. Con Dos Ascensores Privados, 4d°+ 3b° Y Dos Estacionamientos. Amplia Y Hermosa Vista. Todas Las Orientaciones., Barrio El Golf, Las Condes, RM (Metropolitana)",1.450.000,,"0,27 UF/m²","0,26 UF/m²",180 m²,150 m²,4,3,2,,,,,,,
1529,Vaticano / Flandes,Departamento,Publicado hace 2 meses,2021-07-01,"Vaticano / Flandes, Vaticano, Las Condes, RM (Metropolitana)",650.000,,"0,29 UF/m²","0,33 UF/m²",75 m²,65 m²,2,2,1,,,,,,,
1530,"Excelente Vista , Disponible Agosto",Departamento,Publicado hace 2 meses,2021-07-01,"Avenida Presidente Kennedy 1 - 300, Parque Arauco, Las Condes, RM (Metropolitana)",23,683.394,"0,34 UF/m²","0,33 UF/m²",68 m²,58 m²,2,2,1,100000 CLP,,,,,,
1531,Avda Vitacura Con Avda El Bosque,Departamento,Publicado hace 5 días,2021-07-01,"Helvecia 1 - 300, Centro Financiero, Las Condes, RM (Metropolitana)",400.000,,"0,28 UF/m²","0,37 UF/m²",48 m²,42 m²,1,1,,65000 CLP,,,,,,
1532,Avda Vitacura Con Avda El Bosque,Departamento,Publicado hace 5 días,2021-07-01,"Helvecia 1 - 300, Centro Financiero, Las Condes, RM (Metropolitana)",400.000,,"0,28 UF/m²","0,37 UF/m²",48 m²,42 m²,1,1,,65000 CLP,,,,,,
1533,Avda Vitacura Con Avda El Bosque,Departamento,Publicado hace 5 días,2021-07-01,"Helvecia 1 - 300, Centro Financiero, Las Condes, RM (Metropolitana)",400.000,,"0,28 UF/m²","0,37 UF/m²",48 m²,42 m²,1,1,,65000 CLP,,,,,,
1534,Avda Vitacura Con Avda El Bosque,Departamento,Publicado hace 5 días,2021-07-01,"Helvecia 1 - 300, Centro Financiero, Las Condes, RM (Metropolitana)",400.000,,"0,28 UF/m²","0,37 UF/m²",48 m²,42 m²,1,1,,65000 CLP,,,,,,
1535,Avda Vitacura Con Avda El Bosque,Departamento,Publicado hace 5 días,2021-07-01,"Helvecia 1 - 300, Centro Financiero, Las Condes, RM (Metropolitana)",400.000,,"0,28 UF/m²","0,37 UF/m²",48 m²,42 m²,1,1,,65000 CLP,,,,,,
1536,Avda Vitacura Con Avda El Bosque,Departamento,Publicado hace 5 días,2021-07-01,"Helvecia 1 - 300, Centro Financiero, Las Condes, RM (Metropolitana)",400.000,,"0,28 UF/m²","0,37 UF/m²",48 m²,42 m²,1,1,,65000 CLP,,,,,,
1537,Avda Vitacura Con Avda El Bosque,Departamento,Publicado hace 5 días,2021-07-01,"Helvecia 1 - 300, Centro Financiero, Las Condes, RM (Metropolitana)",400.000,,"0,28 UF/m²","0,37 UF/m²",48 m²,42 m²,1,1,,65000 CLP,,,,,,
1538,Avda Vitacura Con Avda El Bosque,Departamento,Publicado hace 5 días,2021-07-01,"Helvecia 1 - 300, Centro Financiero, Las Condes, RM (Metropolitana)",400.000,,"0,28 UF/m²","0,37 UF/m²",48 m²,42 m²,1,1,,65000 CLP,,,,,,
1539,Avda Vitacura Con Avda El Bosque,Departamento,Publicado hace 5 días,2021-07-01,"Helvecia 1 - 300, Centro Financiero, Las Condes, RM (Metropolitana)",400.000,,"0,28 UF/m²","0,37 UF/m²",48 m²,42 m²,1,1,,65000 CLP,,,,,,
1540,Avda Vitacura Con Avda El Bosque,Departamento,Publicado hace 5 días,2021-07-01,"Helvecia 1 - 300, Centro Financiero, Las Condes, RM (Metropolitana)",400.000,,"0,28 UF/m²","0,37 UF/m²",48 m²,42 m²,1,1,,65000 CLP,,,,,,
1541,"Metro Alcantara, / El Golf",Departamento,Publicado hace 2 meses,2021-07-01,"Metro Alcantara, / El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",1.150.000,,"0,3 UF/m²","0,3 UF/m²",130 m²,90 m²,3,3,1,,,,,,,
1542,Departamento 2 Dormitorios 2 Baños Metro Escuela Militar,Departamento,Publicado hace 51 días,2021-07-01,"Departamento 2 Dormitorios 2 Baños Metro Escuela Militar, Vaticano, Las Condes, RM (Metropolitana)",650.000,,"0,29 UF/m²","0,33 UF/m²",75 m²,70 m²,2,2,1,120000 CLP,,,,,,
1543,Vespucio Norte: La Gioconda - Hamlet / El Trovador,Departamento,Publicado hace 2 meses,2021-07-01,"Vespucio Norte: La Gioconda - Hamlet / El Trovador, Metro Escuela Militar, Las Condes, RM (Metropolitana)",1.190.000,,"0,34 UF/m²","0,3 UF/m²",117 m²,100 m²,3,3,1,170000 CLP,,,,,,
1544,"Luminoso Y Amplio Dpto Amoblado, Amoblado Y Equipado, Ll...",Departamento,Publicado hace 2 meses,2021-07-01,"Luminoso Y Amplio Dpto Amoblado, Amoblado Y Equipado, Llegar Y Vivir!, Centro Financiero, Las Condes, RM (Metropolitana)",14,421.922,"0,28 UF/m²","0,37 UF/m²",51 m²,40 m²,1,1,,,,,,,,
1545,Cerro San Luís,Departamento,Publicado hace 2 meses,2021-07-01,"Cerro San Luís, Barrio El Golf, Las Condes, RM (Metropolitana)",33,980.522,"0,36 UF/m²","0,37 UF/m²",91 m²,73 m²,2,1,1,,,,,,,
1546,Exclusivo / Parque Arauco / Parque Arauco / Amoblado,Departamento,Publicado hace 42 días,2021-07-01,"Avenida Presidente Kennedy 5700 - 6000, Parque Arauco, Las Condes, RM (Metropolitana)",750.000,,"0,36 UF/m²","0,33 UF/m²",71 m²,62 m²,2,2,1,,,,,,,
1547,Callao / Gertrudis Echenique / Metro Alcantara / Las Condes,Departamento,Publicado hace 42 días,2021-07-01,"Callao 3600 - 3900, Barrio El Golf, Las Condes, RM (Metropolitana)",70,2.079.896,"0,48 UF/m²","0,28 UF/m²",145 m²,135 m²,3,3,1,,,,,,,
1548,Estupendo Departamento Metro Tobalaba/costanera Center,Departamento,Publicado hace 2 meses,2021-07-01,"Encomenderos 200, Centro Financiero, Las Condes, RM (Metropolitana)",500.000,,"0,29 UF/m²","0,41 UF/m²",59 m²,55 m²,2,2,1,,,,,,,
1549,Estadio Español / Rosa O´higgins ...las Condes,Departamento,Publicado hace 2 meses,2021-07-01,"Estadio Español / Rosa O'higgins 1 - 300, Metro Escuela Militar, Las Condes, RM (Metropolitana)",1.800.000,,"0,22 UF/m²","0,24 UF/m²",280.1 m²,280 m²,3,4,2,180000 CLP,,,,,,
1550,"Hermoso Departamento 3d, El Golf, Pdte Riesco.",Departamento,Publicado hace 2 meses,2021-07-01,"Luz 2989, Barrio El Golf, Las Condes, RM (Metropolitana)",900.000,,"0,25 UF/m²","0,27 UF/m²",120 m²,110 m²,3,2,1,,,,,,,
1551,Nuevo / Metro El Golf / Con Estacionamiento Y Bodega,Departamento,Publicado hace 42 días,2021-07-01,"Nuevo / Metro El Golf / Con Estacionamiento Y Bodega, Barrio El Golf, Las Condes, RM (Metropolitana)",1.600.000,,"0,57 UF/m²","0,43 UF/m²",95 m²,95 m²,1,2,1,,,,,,,
1552,Exclusivo Depto. En Barrio El Golf,Departamento,Publicado hace 2 meses,2021-07-01,"Avenida Presidente Riesco 2970 - Departamento 91, Barrio El Golf, Las Condes, RM (Metropolitana)",1.800.000,,"0,17 UF/m²","0,24 UF/m²",367 m²,337 m²,6,5,4,,,,,,,
1553,Arriendo Excelente Departamento Carlos Xii / Noruega / A...,Departamento,Publicado hace 2 meses,2021-07-01,"Arriendo Excelente Departamento Carlos Xii / Noruega / Apoquindo / Las Condes, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",700.000,,"0,26 UF/m²","0,33 UF/m²",90 m²,80 m²,2,2,1,135000 CLP,,,,,,
1554,Amplio Muy Luminoso Terraza Excelente Ubicación Lado Metro,Departamento,Publicado hace 2 meses,2021-07-01,"Callao 3300 - 3600, Barrio El Golf, Las Condes, RM (Metropolitana)",490.000,,"0,33 UF/m²","0,37 UF/m²",50 m²,42 m²,1,1,1,55000 CLP,,,,,,
1555,Isidora Goyenechea / Carmencita,Departamento,Publicado hace 2 meses,2021-07-01,"Isidora Goyenechea / Carmencita, Barrio El Golf, Las Condes, RM (Metropolitana)",1.200.000,,"0,34 UF/m²","0,28 UF/m²",120 m²,120 m²,3,3,1,300000 CLP,,,,,,
1556,"Nuevo - Metro Escuela Militar, Puerta Del Sol",Departamento,Publicado hace 42 días,2021-07-01,"Puerta Del Sol 1 - 300, Metro Escuela Militar, Las Condes, RM (Metropolitana)",570.000,,"0,46 UF/m²","0,37 UF/m²",42 m²,42 m²,1,1,1,,,,,,,
1557,Alsacia / San Fco. De Asis,Departamento,Publicado hace 2 meses,2021-07-01,"Alsacia / San Fco. De Asis, Barrio El Golf, Las Condes, RM (Metropolitana)",700.000,,"0,39 UF/m²",,60 m²,60 m²,1,1,1,130000 CLP,,,,,,
1558,*** Hamlet - Metro Escuela Militar***,Departamento,Publicado hace 2 meses,2021-07-01,"Hamlet 4200 - 4500, Metro Escuela Militar, Las Condes, RM (Metropolitana)",400.000,,"0,27 UF/m²","0,37 UF/m²",50 m²,50 m²,1,1,1,,,,,,,
1559,Rebajado / Arriendo Amoblado / Callao / El Golf,Departamento,Publicado hace 2 meses,2021-07-01,"Rebajado / Arriendo Amoblado / Callao / El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",57,1.717.994,"0,42 UF/m²","0,28 UF/m²",137 m²,113 m²,3,3,2,230000 CLP,,,,,,
1560,Alcantara / Av. Apoquindo,Departamento,Publicado hace 2 meses,2021-07-01,"Alcantara / Av. Apoquindo, Barrio El Golf, Las Condes, RM (Metropolitana)",800.000,,"0,32 UF/m²","0,33 UF/m²",85 m²,85 m²,2,2,1,140000 CLP,,,,,,
1561,"Espectacular Y Luminoso Depto Remodelado, Vista Despejada",Departamento,Publicado hace 2 meses,2021-07-01,"Luz 2700 - 3000, Centro Financiero, Las Condes, RM (Metropolitana)",1.400.000,,"0,28 UF/m²","0,23 UF/m²",170 m²,160 m²,4,2,2,,,,,,,
1562,Alcantara - Callao - El Golf / / Amoblado,Departamento,Publicado hace 2 meses,2021-07-01,"Alcantara - Callao - El Golf / / Amoblado, Barrio El Golf, Las Condes, RM (Metropolitana)",750.000,,"0,47 UF/m²","0,37 UF/m²",54 m²,44 m²,1,1,1,,,,,,,
1563,Círculo De Apolo / Plaza Los Dominicos,Departamento,Publicado hace 2 meses,2021-07-01,"Círculo Apolo 300 - 600, Los Dominicos, Las Condes, RM (Metropolitana)",690.000,,"0,29 UF/m²","0,33 UF/m²",80 m²,63 m²,2,2,1,,,,,,,
1564,Oportunidad  Maravillosa Vista Despejada / Cub De Golf,Departamento,Publicado hace 12 días,2021-07-01,"Avenida El Golf 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",1.600.000,,"0,27 UF/m²","0,26 UF/m²",200 m²,160 m²,3,3,2,,,,,,,
1565,Lindo Amplio Amoblado / El Golf  ,Departamento,Publicado hace 24 días,2021-07-01,"San Francisco De Asís 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",650.000,,"0,36 UF/m²","0,32 UF/m²",61 m²,55 m²,1,1,1,,,,,,,
1566,San Sebastián 2711,Departamento,Publicado hace 51 días,2021-07-01,"San Sebastián 2700 - 3000, Centro Financiero, Las Condes, RM (Metropolitana)",450.000,,"0,33 UF/m²","0,37 UF/m²",46 m²,40 m²,1,1,1,,,,,,,
1567,Cerro Colorado / Parque Arauco / Las Condes,Departamento,Publicado hace 42 días,2021-07-01,"Cerro Colorado / Parque Arauco / Las Condes, Parque Arauco, Las Condes, RM (Metropolitana)",750.000,,"0,26 UF/m²","0,33 UF/m²",96 m²,77 m²,2,2,1,,,,,,,
1568,"Estupendo Departamento, Cercano Metro Manquehue",Departamento,Publicado hace 2 meses,2021-07-01,"Estocolmo 300 - 600, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",650.000,,"0,25 UF/m²","0,33 UF/m²",86 m²,80 m²,2,2,1,,,,,,,
1569,"Departamento Esrtudio, Estacionamiento Y Bodega",Departamento,Publicado hace 2 meses,2021-07-01,"Escandinavia 1 - 300, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",340.000,,"0,38 UF/m²","0,37 UF/m²",30 m²,28 m²,1,1,1,,,,,,,
1570,Manquehue / Carlos Xii,Departamento,Publicado hace 2 meses,2021-07-01,"Manquehue / Carlos Xii, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",820.000,,"0,39 UF/m²","0,37 UF/m²",70 m²,70 m²,2,1,1,,,,,,,
1571,Titanium-amoblado-golf,Departamento,Publicado hace 2 meses,2021-07-01,"Titanium-amoblado-golf, Barrio El Golf, Las Condes, RM (Metropolitana)",550.000,,"0,35 UF/m²","0,37 UF/m²",53 m²,45 m²,1,1,1,95000 CLP,,,,,,
1572,"Impecable Departamento, Metro Alcántara, Las Condes",Departamento,Publicado hace 2 meses,2021-07-01,"Hamlet 3600 - 3900, Barrio El Golf, Las Condes, RM (Metropolitana)",500.000,,"0,29 UF/m²",,58 m²,58 m²,1,1,1,95000 CLP,,,,,,
1573,Av. Nva. Tajamar / Andrés Bello,Departamento,Publicado hace 2 meses,2021-07-01,"Av. Nva. Tajamar / Andrés Bello, Centro Financiero, Las Condes, RM (Metropolitana)",475.000,,"0,33 UF/m²","0,37 UF/m²",48 m²,48 m²,1,1,1,,,,,,,
1574,Av. Nva..tajamar / Andrés Bello,Departamento,Publicado hace 2 meses,2021-07-01,"Av. Nva..tajamar / Andrés Bello, Centro Financiero, Las Condes, RM (Metropolitana)",425.000,,"0,33 UF/m²","0,37 UF/m²",44 m²,44 m²,1,1,1,,,,,,,
1575,Departamento Ubicado En El Sector Financiero De Las Condes,Departamento,Publicado hace 2 meses,2021-07-01,"Cerro Colorado 6028, Parque Arauco, Las Condes, RM (Metropolitana)",1.000.000,,"0,35 UF/m²","0,33 UF/m²",97 m²,97 m²,2,2,1,,,,,,,
1576,Los Militares / Urano,Departamento,Publicado hace 2 meses,2021-07-01,"Los Militares / Urano, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",1.500.000,,"0,29 UF/m²","0,28 UF/m²",173 m²,140 m²,4,4,2,200000 CLP,,,,,,
1577,Ebro 2969,Departamento,Publicado hace 2 meses,2021-07-01,"Ebro 2969, Barrio El Golf, Las Condes, RM (Metropolitana)",695.000,,"0,24 UF/m²","0,26 UF/m²",97 m²,90 m²,3,3,1,,,,,,,
1578,Cerro Colorado / Parque Arauco / Kennedy,Departamento,Publicado hace 42 días,2021-07-01,"Cerro Colorado / Parque Arauco / Kennedy, Parque Arauco, Las Condes, RM (Metropolitana)",50,1.485.640,"0,43 UF/m²","0,35 UF/m²",115 m²,90 m²,2,2,1,200000 CLP,,,,,,
1579,Departamento A Pasos De La Plaza Perú,Departamento,Publicado hace 2 meses,2021-07-01,"Carmencita 110, Barrio El Golf, Las Condes, RM (Metropolitana)",35,1.039.948,"0,23 UF/m²","0,29 UF/m²",152 m²,140 m²,3,4,2,,,,,,,
1580,Cerro Colorado / Parque Arauco / Kennedy,Departamento,Publicado hace 42 días,2021-07-01,"Cerro Colorado / Parque Arauco / Kennedy, Parque Arauco, Las Condes, RM (Metropolitana)",50,1.485.640,"0,43 UF/m²","0,35 UF/m²",115 m²,90 m²,2,2,1,200000 CLP,,,,,,
1581,Parque Arauco / Parque Araucano,Departamento,Publicado hace 2 meses,2021-07-01,"Manquehue Norte 900 - 1200, Parque Arauco, Las Condes, RM (Metropolitana)",650.000,,"0,42 UF/m²","0,37 UF/m²",52 m²,41 m²,1,1,1,70000 CLP,,,,,,
1582,"Torres Bersa, Parque Arauco, Full Amoblado",Departamento,Publicado hace 2 meses,2021-07-01,"Torres Bersa, Parque Arauco, Full Amoblado, Parque Arauco, Las Condes, RM (Metropolitana)",1.000.000,,"0,32 UF/m²","0,33 UF/m²",106 m²,90 m²,2,2,1,180000 CLP,,,,,,
1583,Alsacia / San Fco. De Asis,Departamento,Publicado hace 2 meses,2021-07-01,"Alsacia / San Fco. De Asis, Barrio El Golf, Las Condes, RM (Metropolitana)",650.000,,"0,36 UF/m²",,60 m²,60 m²,1,1,1,130000 CLP,,,,,,
1584,Los Acantos / Vitacura,Departamento,Publicado hace 2 meses,2021-07-01,"Los Acantos / Vitacura, Parque Bicentenario, Vitacura, RM (Metropolitana)",600.000,,"0,29 UF/m²","0,32 UF/m²",70 m²,65 m²,2,2,1,,,,,,,
1585,El Golf Increible Departamento Como Nuevo,Departamento,Publicado hace 2 meses,2021-07-01,"El Golf Increible Departamento Como Nuevo, Barrio El Golf, Las Condes, RM (Metropolitana)",100,2.971.280,"0,33 UF/m²","0,24 UF/m²",300 m²,300 m²,4,5,3,,,,,,,
1586,Benjamin - Isidora El Golf ,Departamento,Publicado hace 2 meses,2021-07-01,"Benjamin 2700 - 3000, Barrio El Golf, Las Condes, RM (Metropolitana)",35,1.039.948,"0,31 UF/m²","0,3 UF/m²",112 m²,98 m²,3,3,1,,,,,,,
1587,"Moderno! De Lujo! Barrio El Golf, Callao. Apoquindo. Tra...",Departamento,Publicado hace 42 días,2021-07-01,"Moderno! De Lujo! Barrio El Golf, Callao. Apoquindo. Tranquilo., Barrio El Golf, Las Condes, RM (Metropolitana)",850.000,,"0,48 UF/m²","0,37 UF/m²",60 m²,50 m²,1,1,1,,,,,,,
1588,"Metro Alcantara, Depto  Cocina Cerrada Loggia  Pintado",Departamento,Publicado hace 2 meses,2021-07-01,"Burgos 1 - 300, Barrio El Golf, Las Condes, RM (Metropolitana)",460.000,,"0,31 UF/m²","0,37 UF/m²",50 m²,45 m²,1,1,1,80000 CLP,,,,,,
1589,Carmencita Barrio El Golf Frente Plaza Perú,Departamento,Publicado hace 2 meses,2021-07-01,"Carmencita Barrio El Golf Frente Plaza Perú, Barrio El Golf, Las Condes, RM (Metropolitana)",2.350.000,,"0,23 UF/m²","0,24 UF/m²",350 m²,300 m²,4,5,3,400000 CLP,,,,,,
1590,San Sebastián - Av. Presidente Riesco - Metro El Golf,Departamento,Publicado hace 2 meses,2021-07-01,"Avenida Presidente Riesco 2700 - 3000, Barrio El Golf, Las Condes, RM (Metropolitana)",700.000,,"0,31 UF/m²","0,33 UF/m²",76 m²,73 m²,2,2,1,140000 CLP,,,,,,
1591,La Macarena 101,Departamento,Publicado hace 2 meses,2021-07-01,"La Macarena 101, Metro Escuela Militar, Las Condes, RM (Metropolitana)",430.000,,"0,34 UF/m²","0,37 UF/m²",42 m²,40 m²,1,1,1,90000 CLP,,,,,,
1592,Presidente Errázuriz / Am Vespucio,Departamento,Publicado hace 37 días,2021-07-01,"Presidente Errázuriz 4200 - 4500, Barrio El Golf, Las Condes, RM (Metropolitana)",650.000,,"0,27 UF/m²","0,33 UF/m²",80 m²,80 m²,2,2,,150000 CLP,,,,,,
1593,Parque Arauco / Parque Araucano,Departamento,Publicado hace 2 meses,2021-07-01,"Manquehue Norte 900 - 1200, Parque Arauco, Las Condes, RM (Metropolitana)",600.000,,"0,39 UF/m²","0,37 UF/m²",52 m²,41 m²,1,1,1,70 CLP,,,,,,
1594,Parque Arauco / Parque Araucano,Departamento,Publicado hace 2 meses,2021-07-01,"Manquehue Norte 900 - 1200, Parque Arauco, Las Condes, RM (Metropolitana)",640.000,,"0,44 UF/m²","0,37 UF/m²",49 m²,41 m²,1,1,1,70000 CLP,,,,,,
1595,Minimalista Moderno Fabuloso Parque Araucano ,Departamento,Publicado hace 2 meses,2021-07-01,"Cerro Colorado 1 - 300, Parque Arauco, Las Condes, RM (Metropolitana)",500.000,,"0,29 UF/m²","0,37 UF/m²",58 m²,50 m²,1,1,1,,,,,,,
1596,"El Golf, Iluminado, Amplio, Cerca De Todo",Departamento,Publicado hace 2 meses,2021-07-01,"Avenida Presidente Riesco 2700 - 3000, Barrio El Golf, Las Condes, RM (Metropolitana)",34,1.010.235,"0,19 UF/m²","0,28 UF/m²",178 m²,140 m²,4,4,2,,,,,,,
